"date","store","price","url"
"2026-04-08","Super C",4.99,"https://www.superc.ca/allees/fruits-et-legumes/fruits/baies-et-cerises/fraises/p/665290001184"
"2026-04-08","Maxi",4.99,"https://www.maxi.ca/fr/fraises-1-lb/p/20049778001_EA"
"2026-04-08","Metro",4.99,"https://www.metro.ca/epicerie-en-ligne/allees/fruits-et-legumes/fruits/baies-et-cerises/fraises/p/665290001184"
"2026-04-08","IGA",4.99,"https://www.iga.ca/fr/produits/fraises-454-g"
